,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
496,496,gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,1,"When I wrote this tweet, COVID testing was really inaccessible. That has somewhat changed but I was really trying to make a comment about how healthcare is a human right and how poorly our country is handling the pandemic. Owning a military-grade weapon isn't really necessary for human life. While I absolutely believe in the right of the working class to arm themselves (although not with an AR-15...), I just think it's ridiculous the barriers that are put up for people when accessing quality healthcare. I think it's run like a business in this country, and it's immoral.",1.0,0.0,0.0,0.0,0.0,0.0
1025,1025,"So I can go the pub have a meal, go to the cinema, hairdressers and a shopping spree, yet won’t be allowed to see family/friends@&amp; them meet my newborn baby?? 🤯🤯🤔🤔",0,,,,,,,
2883,2883,@ArenaSwansea @creedfs Specialty starter or light bite featuring laverbread.,0,,,,,,,
741,741,Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1,"I could have said ""I am an idiot"" or something along those lines instead. ",1.0,0.0,0.0,0.0,0.0,0.0
1441,1441,An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,0,,,,,,,
32,32,Trying to know all this history tonight is gonna kill me,1,trying to know all this history is going to be be a challenge,1.0,0.0,0.0,0.0,0.0,0.0
584,584,There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,1,Be more direct.,1.0,0.0,0.0,0.0,0.0,0.0
844,844,Old people don’t deserve rights,1,old people suck,1.0,0.0,0.0,0.0,0.0,0.0
376,376,Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1,My birthday is today and I got my $600 stimulus check from the IRS.,1.0,0.0,0.0,0.0,0.0,0.0
472,472,Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1,I could have said putting furniture together with your significant other is not easy ,1.0,0.0,0.0,0.0,0.0,0.0
1707,1707,i hope my 6th grade english teacher knows he inspired my first tattoo :) there's no reason he would know that but i hope he just feels it in his bones,0,,,,,,,
1248,1248,we hit 17% of americans fully vaccinated in case anyone was wondering,0,,,,,,,
189,189,"""your pronouns are what's in your pants"" ok. juicy/dumper",1,Your pronouns are not what's in your pants,1.0,0.0,0.0,0.0,0.0,0.0
1325,1325,my cat always sleeps on the very edge of the bed even when i invite him up for cuddles. he so polite 🥲,0,,,,,,,
488,488,never drinking again,1,I had a bad experience drinking today ,1.0,0.0,0.0,0.0,0.0,0.0
922,922,men are so grimey,0,,,,,,,
719,719,I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1,“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.,0.0,1.0,0.0,0.0,0.0,0.0
1859,1859,"Piers Morgan getting grief for his comments on silver and bronze medals.

But, ask the average person to name 10 British Olympians and they’ll rattle off 10 gold medalists.",0,,,,,,,
678,678,I’m in Canada so like Happy 4rth?,1,Still celebrating the Fourth of July in Canada!,1.0,0.0,0.0,0.0,0.0,1.0
1678,1678,Learn about what we do in the Brain and Behaviour Lab at the #UniversityofPortsmouth #zebrafish https://t.co/A7aazJYwoq,0,,,,,,,
1571,1571,Best performance in a while. Absolute cracker today. Think @benbreo deserved mom #NFFC,0,,,,,,,
2502,2502,My adventure this week was going to a park and staring at a man trying to figure out if he was a statue or not. He was standing under a gazebo with all matching green on but I never saw him move but his hair looked real. Can you die standing up?,0,,,,,,,
1837,1837,"Even though my mom has to work a 12 hr shift today, I'm thankful she's happy with what she does and that she is doing what she needs to do in order to care for her children. She is the strongest and most important woman in my life. Without her, I am nothing.",0,,,,,,,
566,566,Wow great album from Kanye. v John Cage 4’43 vibes x,1,Kanye needs to actually release his album. ,1.0,0.0,1.0,0.0,0.0,0.0
87,87,I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean,1,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,1.0,0.0,0.0,0.0,0.0,0.0
967,967,bloody buzzing i’ve got a new job !!!,0,,,,,,,
33,33,love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,1,Can’t believe Jonny is making me use headphones to watch something so he can play fifa ,1.0,0.0,0.0,0.0,0.0,0.0
513,513,"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1,Yes there is a link and students are to blame for the rise in covid cases in our area. ,1.0,0.0,0.0,0.0,0.0,0.0
4,4,"@VolphanCarol @littlewhitty @mysticalmanatee I did too, and I also reported Cancun Cruz not worrying about the heartbeats of his constituents without electricity or heat when he fled to Mexico.",1,I would say Ted Cruz is an asshole and doesn’t actually care about people/babies/fetuses. He just wants to wage a war on women and keep the patriarchy in power.  ,1.0,0.0,0.0,0.0,0.0,0.0
100,100,there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1,"""The worst way to wake up is....""",0.0,1.0,0.0,0.0,0.0,0.0
214,214,"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,1.0,0.0,0.0,0.0,0.0,1.0
1179,1179,Why has Murray not already thrown this set? No way he comes back from 5-0and just tires himself out for no apparent reason.,0,,,,,,,
599,599,Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1,Unhappy birthday to me ,1.0,0.0,0.0,0.0,0.0,0.0
51,51,"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1,"The first half of 2020 is now over, it's been awful so far hasn't it.",0.0,1.0,0.0,0.0,0.0,0.0
3350,3350,"@SkoochLoL I thought I was the only one with this issue
They declined me when I tried to sign up to take the GRE, but haven't declined me when I drove across the country twice this summer",0,,,,,,,
422,422,you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,1,"I can't believe the same man ended up sitting next to me on the bus three times in a row. He stinks, so I'm unlucky.",1.0,0.0,0.0,0.0,0.0,0.0
3338,3338,"No work for a month means I have so much free time :)

But no work for a month also means I have no money for said free time :(",0,,,,,,,
957,957,"Whenever I text Scott in the middle of the night and tell him it’s been a rough night or that I’m tired, he brings me breakfast home and this is the type of love language I’m here for 🤗",0,,,,,,,
1448,1448,Morning workout routine: bench pressing my weighted blanket,0,,,,,,,
3037,3037,I wonder if the ubiquity of spell checkers will change the evolution of language? #ShowerThoughts,0,,,,,,,
1894,1894,"If I invite you over for dinner, it’s my intentions of paying and making everything as my gift to you as my guest",0,,,,,,,
553,553,It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1,Use the hashtag #wastedtime instead,1.0,0.0,0.0,0.0,0.0,0.0
618,618,Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,1,a presentation on health economics is no fun at all,1.0,0.0,0.0,0.0,0.0,0.0
271,271,@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,1,Didn't you have all the beverages at Acapulco's last night? ,1.0,0.0,0.0,0.0,0.0,0.0
2544,2544,Football’s back. NFL’s back. James Wan’s back with a horror. This weekend is set up for absolute glory,0,,,,,,,
1564,1564,no more disney stores in georgia im so sad right now the one in alpharetta was my favorite,0,,,,,,,
649,649,"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",1,"Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!",1.0,0.0,0.0,0.0,1.0,0.0
757,757,ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process",1.0,0.0,0.0,0.0,0.0,1.0
135,135,yeah your girl is fine but does she pass out while giving blood,1,Passing out while giving blood is not attractive,1.0,0.0,0.0,0.0,0.0,1.0
2463,2463,"Dora: Where do we go next?
Avery: I ALREADY TOLD YOU, THE TALL MOUNTAIN!! *groans in frustration at Dora's Alzheimer's*",0,,,,,,,
1115,1115,i want thai food Right Now :(,0,,,,,,,
669,669,"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1,"Spiderman is so unrealistic. If a creature became more human, it would be incredibly boring",0.0,1.0,0.0,0.0,0.0,0.0
12,12,Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,1,Can we not sing poor scouser tommy abit slower instead of super fast,1.0,0.0,0.0,0.0,0.0,0.0
1613,1613,i’ve come to the conclusion i don’t rly like strawberries &amp; i think they’re overrated,0,,,,,,,
3230,3230,@gcntweet how has Marcel Kittle been allowed to use disc brakes his year??,0,,,,,,,
517,517,I love when I learn about stuff I've apparently done and said from people😂,1,I absolutely hate when I learn about things I have done from other people. ,1.0,0.0,0.0,0.0,0.0,0.0
2584,2584,"So after 7 months of unemployment, I start my new job on Tuesday, and then I move out next Friday.. I’m over here buzzing BUT NOW MY GEAR BOX IS FUCKED AND ITS GOING TO COST £800 TO FIX, IT WAS SUPPOSED TO BE A GOOD WEEK😭😭😭😭",0,,,,,,,
368,368,"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1,"I am genuinely curious to understand the mindset of those who seek to condemn a woman for her choice of e-mail, while giving the obvious pass to a man who boasts about sexually-assaulting (or, if I am being more forthright with my thoughts, ""raping"") women?",1.0,0.0,0.0,0.0,0.0,0.0
780,780,I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1,Disappointing morning as a Ferrari fan who woke up at 5:45am on a Sunday only for both drivers' races to be ruined by the first corner,0.0,1.0,0.0,0.0,0.0,0.0
636,636,No longer a female as I refuse to wear heels ever again,1,I refuse to wear heels ever again because they hurt too much.,1.0,0.0,0.0,0.0,0.0,0.0
1714,1714,Target just brings me too much joy,0,,,,,,,
23,23,"Oh my goodness. It’s the first week of the summer holidays and Harrison has found his recorder. 

Give.
Me.
Strength.",1,It is the first week of the summer holiday and My son is playing his recorder and my ears cannot take the sound anymore. ,1.0,0.0,0.0,0.0,0.0,0.0
1279,1279,"3 classes down, 2 more to go and then I'm halfway finished college 😳",0,,,,,,,
1254,1254,'but that's different' is never a valid argument,0,,,,,,,
785,785,Love it when I forget to transfer my rent money over from my savings 🥴,1,I really hate forgetting to transfer money for rent,1.0,0.0,0.0,0.0,0.0,0.0
466,466,Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1,The Yankees are a really bad team right now and it's amazing how fast they can fall.,1.0,0.0,0.0,0.0,0.0,0.0
