,id,tweet,sarcastic,rephrase,dialect
318,319,ظهور جزء جديد في ذراع الإنسان تصريح طبي جديد ده يعني الدراع بينبت نسقيه,1,التطور هي اسطورة مزعومة لأن الخالق هو الله وخلقه على حالته هذه ولا يتطور,nile
2,3,اية المهلبية دي يصحبي,1,ما هذا الجمال,nile
497,498,شنجن تدخلنى مدينتى ولا ليها فيزا لوحدها؟,1,ان إعلان مدينتي ان الناس فيها مختلفة و كل حاجة مختلفة لدرجة انها ممكن تحتاج فيزا,nile
145,146,ده فاكر نفسه احمد زويل ههههههههه,1,هوفاكر أنه ذكى وهو مش فاهم حاجة,nile
781,782,وحيات عينيك ،،،، اخذ صوت اخذ وجه حسن وطرب اصييل  مصر  الجيزة  القاهرة  شادية  الاهرامات  اسيوط…,0,,nile
336,337,يا افلاطون,1,يا مفلسف,levant
2998,2999,من امن العقاب اساء الأدب,0,,nile
355,356,اللهم طولك يا روح,1,يارب صبرنى,nile
3078,3079,عار عليكم تبقوا لاعبين وتستخدموا شارة الماسون.,0,,nile
1366,1367,ساعات عينك بتجبرك انها تيجي قدام عيون ناس تانيه متعرفهاش وقتها كل واحد بيسحب عينه و بيمد و يجري عشان يداريها  احساس غريب,0,,nile
2636,2637,٥ أعوام قضت من بداية الحرب في  سوريا ولو كان فيه ضمير الأمم احساس لكان أضعف الايمان هو تجهيز جيش من النازحين  السوريين ودعمهم حلب تباد بصمت,0,,msa
2059,2060,فيدرر ونادال خارج التوب ٤ في التصنيف العالمي للتنس لاول مرة من ٢٠٠٣نهاية النجمين وبداية تنافس يديد بين جوكوفيتش وموراي,0,,msa
608,609,يلي مالو بنات ما حدا بيعرف امتى مات,1,الرجل الذى ينجب اولاد فقط ولا ينجب بنات عندما يموت لا يتم الصراخ والعويل علية فماحدش بيعرف انه مات امتى,levant
2820,2821,الاهلى  ملك الكوره فى مصر  ولا يوجد نادى افضل منه,0,,nile
1759,1760,خمس الاف  الامارات  الهلال  النصر  السعودية  الكويت  قطر  الرياض  مكة  رتويت    دبي  الشارقة    غرد بصورة 168,0,,msa
933,934,اسبوع العلوم والتقنية2016.    ايفون,0,,msa
210,211,بعض الأشخاص يمتلكون رؤوس لا يستفيد منه إلا الحلاق,1,فيه ناس عندها راس بس مش بتشغلها كل فايدتها ان الحلاق يحلقها ويستنفع,nile
683,684,دينا الشربيني بعد 4 أشهر غيبوبة وتلاقي حواجبها متحددة,1,مكياج دينا الشربينى مش منطقى مع دورها فى المسلسل,nile
508,509,بيشتغل تلات ساعات ويرجع يقول تعبان مش قادر,1,ده بيدلع,nile
1322,1323,مصر تواجه صعوبات شديدة لشراء الوقود مع سحب البنوك للغطاء الائتماني وفرض أقساط تأمينية عالية,0,,msa
83,84,لما تخلص المصالح الحلو يبقى مالح,1,ان لما الخسيس ياخد مصلحته بينسي الحلو وميفتكرلكش حاجة,nile
660,661,لاثة مجانين يحب يهربوا من مستشفى المجانين، قالو نعمل خطه، لو السور طويل نقصره شويه ونهرب، ولو السور قصير نهرب على طول، راحوا ملقوش سور، قالوا يلا نرجع الخطه فشلت,1,منتهى الغباء خلى  المجانين يفكروا  أن عدم وجود السور يعني فشل الخطة,magreb
3048,3049,احتفال بخسارة جميع بطولات الفرق الجماعية..القدم..السلة..الطائرة..اليد,0,,nile
467,468,ده مش هيديك حاجه وهيقولك جحا أولى بلحم توره,1,البخيل بيحب كل حاجة لنفسه ومش هيديك حاجة,nile
741,742,ضحايا الجواز بقوا اكتر من ضحايا الحروب,1,انتشار ظاهرة قتل الازواج للزوجات وقتل الزوجات للازواج,nile
2919,2920,يلي عشقك جوا العرق انتي سارقة القلب سرق,0,,nile
341,342,لا تفتخر اذا كان لديك اصدقاء بقدر عدد شعر راسك فعندما تحتاجهم ستكتشف انك اصلع,1,لا تظن ان كثرة الاصدقاء يدل علي حب واخلاص فربما يدل علي مصلحه ما,msa
55,56,فعلا قال علمنى الهيافة قاله تعالى فى الهايفة واتصدر,1,التافه يتصدر في الأمر التافه,nile
742,743,بص قول ادفعو المصاريف واحنا هندفع لكن شغل سيكون منتظما داا مش حلو وحنا عارفين ف الاخر هنقضيها اون لاينن,1,بعد جباية مصاريف المدارس يتم استكمال الدراسة اونلاين,nile
414,415,يا مخلف البنات يا شايل الهم حتى الممات,1,اللي يخلف بنات يفضل مشغول بمصاريفهم ومشاكلهم لحد ما يموت,nile
537,538,طيب كويس اجي بقا لأني عفنت في مصر,1,اسافر الامارات عشان قعدت كتير في مصر,nile
2937,2938,إصابة 22 فلسطينيا خلال قمع الاحتلال مسيرات لمساندة الأسرى في نابلس وبيت لحم,0,,nile
2219,2220, اخر  ساعة  يوم الجمعة اللهم اني اسألك عيش السعداء وموت الشهداء والفردوس الاعلى بجناتك جنات عدن اللهم امين,0,,msa
350,351,فما واحد بخيل جدا عرس مشى لشهر العسل وحدو هههههههههههههههه,1,من شدة بخله ترك العروس خوفا من كثرة المصاريف,magreb
1625,1626,السلام عليكم ورحمة الله وبركاتة، انا وسيط للشراء من موقع امازون عمولتي هي 60ريال على الطلبية كاملة ، تنبيه : العمولة لاتشمل الشحن.,0,,msa
1926,1927,  خطر في القدس... يزداد الخطر بزيادة الغفلة واللامبالاة في قضايا  القدس وآخرها صوت مآذنها الذي يقاوم  الاحتلال ,0,,msa
7,8,مهما دورت ولفيت عمرك ما هتلاقي حد يحس بيك غير كرشك,1,محدش هينفعك غير بطنك انما اي حد تاني مش هيحس بيك,nile
56,57,ذهب ليشتري حذاء فوجد الناس بدون رجلين ههههههههههههههههههههههههههههههههههههههههه,1,حالته أفضل من حالة الناس رغم فقره فهو أفضل منهم حالا,magreb
120,121,كل ما أشوف صورتي في البطاقة أقول مش مهم الجمال المهم الأخلاق,1,شكلى وحش أوى فى البطاقة,nile
2499,2500,  الجيش السوري ينفذ كميناً لمسلحين حاولوا عبور منطقة   جباب الشعاير  في الريف الشمالي لـ  درعا باتجاه  اللجاة ما أسفر عن مقتل وجرح عدد منهم. ,0,,msa
2175,2176,جمال  خيال  حقيقه  جميل  درر  حكم  أعجبني  حكمه  بقلمي  شوق  بوح  شعر  قصيد  رتويت خمس الاف متابع بـ 200 ريال 132,0,,msa
273,274,كنت حاسس نفسي بتفرج علي الجونه وحرس الحدود اقسم بالله,1,مباراة مصر وانجولا اداء الفريقين سئ جدا,nile
2918,2919,انتي شمس بتنوريلي انتي صاحبي حبيبي زميلي,0,,nile
1621,1622, محد. يغيب  ̮ على مسواليتي   ماذا لو المدارس مختلطه     ,0,,msa
1245,1246,الف مبرررروك للعالمي ولجماهيرهـ   النصر الهلال,0,,msa
958,959,توصيل.مشاوير.طلبات.اغراض0569339790 جدة اوبر كريم توصيل توصيل طلبات مشواري مشوار مشاوير . تاكسي جدة  توصيل جدة تاكسي مشاوير جدة,0,,msa
1324,1325, شفت سلسلة افلام هارى بوتر كلها ف يوم واحد وهشوفها تانى انهاردا عااااااااش ,0,,nile
2270,2271,  السعوديه تقنت لحلب «فورين بوليسي»: روسيا تتدخَّل في انتخابات أكبر دول الغرب.. ألمانيا في الطريق بعد أمريكا ,0,,msa
1785,1786,نهضة الغرور والأنانية يدعمها النفاق,0,,msa
717,718,ترامب يريد علاج المرضى بشرب الكلور,1,جهل ترامب بأبسط المعلومات الطبية,nile
1787,1788, كانت طائرات الناتو تقصف مواقع الشعب المسلح ف المعسكرات والجبهان مع لحظة ارتفاع ادان المغرب ف شهر رمضان لقد كانوايقتلون الرجال ويستهزون تبع ,0,,msa
2285,2286,لا إله إلاَّ اللَّه وَحْدَهُ لا شرِيكَ لَهُ، لهُ المُلكُ ، وَلهُ الحَمْدُ ، وَهُوَ عَلى كُلِّ شَيءٍ قَدِيرٌ  غرد بذكر الله  كنز المسلم,0,,msa
307,308,يلي حظها قوي بتجيب البنت قبل الصبي.,1,يقال لمن حظها سئ انها تولد البنت قبل الصبى,nile
3074,3075,زي مقال الحج أحمد كان زمان أللي عاوز يتسيط ميجيش في الأخر يعيط دماغي غيبوبة دماغي مطلوبة,0,,nile
59,60,هل تعلم ان البنت القصيرة ربنا عوضها في لسانها,1,دايما البنات لسانها طويل وخصوصا البنت القصيرة,nile
1813,1814, وبعدين ميريام فارس حلوه اوڤر كدا ليه😍 ,0,,nile
1448,1449,في الفندق تواجد عدد من قيادات المشترك العادية لمقابلة هيلاري كلنتون ولكن لتأخرها في مقابلة صالح تم الغاء الموعد المحدد العلني,0,,msa
773,774,تدوينة هامة,0,,msa
190,191,يبني البلد دي لو فيها خير مكنش ربطو الكبايه ف الكوردير,1,ان لو فيه بركة وخير فالناس مكنوش خافوا عالكوبايةالماية السبيل لوجه الله وربطوها ,nile
477,478,الفوخ و الزوخ و العشاء قرنينة,1,التبجح و العشاء اعشاب,magreb
1446,1447,تحية لبعثة مصر البارالمبية التى حققت انجازا غير مسبوق وقدمت لنا درسا فى تحدى المصاعب لرفع اسم مصر عاليا شكرا لكم وحمدا لله على سلامة عودتكم,0,,msa
2115,2116,من تونس  سوريا فى القلب,0,,msa
